Category,Length,Views,Rate
Comedy,57,448958,4.64
Comedy,521,103713,4.86
People & Blogs,202,11871,4.24
Nonprofits & Activism,262,13488,4.89
Howto & Style,423,698,4.88
Nonprofits & Activism,168,66052,4.72
Entertainment,117,596,4.76
Nonprofits & Activism,69,9523,3.95
People & Blogs,263,9799,4.83
People & Blogs,265,3173,4.39
Entertainment,266,2798,4.48
Entertainment,221,264238,3.14
Sports,24,450224,3.15
Film & Animation,131,226405,4.56
Music,181,249675,4.13
People & Blogs,505,7877,4.72
Music,290,405383,4.76
Entertainment,236,2365,4
Sports,288,17,0
Sports,90,0,0
People & Blogs,108,23,0
Sports,283,3,0
Entertainment,243,6,0
People & Blogs,167,19,0
Music,300,24,0
Music,563,11,0
Film & Animation,223,18,0
People & Blogs,120,0,0
Autos & Vehicles,58,0,0
News & Politics,320,0,0
People & Blogs,120,0,0
Film & Animation,295,0,0
Education,5,0,0
Music,162,0,0
Music,196,1,0
Music,253,1,0
Sports,166,6,5
Education,266,0,0
Entertainment,8,0,0
Entertainment,162,0,0
Entertainment,41,1,0
Comedy,20,1,0
News & Politics,180,2,0
Travel & Events,82,0,0
Entertainment,67,0,0
Entertainment,221,0,0
People & Blogs,480,0,0
Music,234,1,0
Film & Animation,214,0,0
Music,116,0,0
Autos & Vehicles,83,1,0
Entertainment,352,6,0
Comedy,66,0,0
Sports,1,0,0
Sports,102,0,0
People & Blogs,377,0,0
Comedy,271,0,0
Music,50,0,0
People & Blogs,48,0,0
Music,164,0,0
News & Politics,107,3,0
Sports,31,0,0
Entertainment,571,2,0
Comedy,44,5,0
People & Blogs,130,0,0
People & Blogs,310,0,0
People & Blogs,184,0,0
Comedy,71,0,0
Sports,78,0,0
Music,117,0,0
Entertainment,31,0,0
Travel & Events,55,3,0
Entertainment,552,1,0
Music,198,0,0
Autos & Vehicles,217,0,0
Autos & Vehicles,75,0,0
Music,261,0,0
People & Blogs,125,2,0
Music,208,0,0
Entertainment,242,4,0
Entertainment,33,0,0
Entertainment,188,4,0
Entertainment,18,0,0
Sports,216,2,0
Sports,341,0,0
Music,172,6,0
Comedy,201,0,0
Film & Animation,590,4,0
Film & Animation,86,0,0
Comedy,189,0,0
Music,175,0,0
Film & Animation,48,1,0
Comedy,63,1,0
People & Blogs,13,0,0
Comedy,7,0,0
People & Blogs,649,0,0
People & Blogs,99,0,0
Music,72,1,0
Comedy,70,5,0
People & Blogs,48,6,0
Sports,13,0,0
Music,302,3,0
Entertainment,38,27,5
Entertainment,57,1,0
Sports,42,2,0
Music,205,3,0
People & Blogs,176,14,0
Entertainment,19,0,0
Comedy,104,10,0
Comedy,101,1,0
Comedy,14,0,0
Film & Animation,284,10,0
News & Politics,93,0,0
Entertainment,203,0,0
People & Blogs,420,0,0
Travel & Events,91,0,0
Music,197,2,0
Entertainment,599,490887,4.14
Entertainment,42,156136,4.71
Entertainment,238,521633,4.46
People & Blogs,511,503106,4.06
People & Blogs,72,2670,5
Science & Technology,80,13515,4.4
Comedy,179,153157,4.75
Entertainment,50,15268,3.73
Autos & Vehicles,175,967121,4.82
People & Blogs,170,193522,3.37
Entertainment,658,44360,4.56
Comedy,121,42308,4.14
Comedy,137,48038,4.72
Education,302,142171,4.68
News & Politics,325,34387,4
People & Blogs,277,8349,4.88
Music,92,64262,4.85
News & Politics,308,28519,4.83
People & Blogs,41,74103,3.03
Music,262,594,0
Science & Technology,613,102730,4.34
Sports,63,66197,3.93
Film & Animation,652,414,5
Nonprofits & Activism,20,355,4.17
Science & Technology,615,1057,4.5
Comedy,180,100691,3.35
Film & Animation,83,190,3.25
Entertainment,41,9820,4.13
Comedy,84,126472,4.79
Science & Technology,60,168736,4.55
Sports,470,114073,4.79
Howto & Style,75,60226,3.29
Entertainment,169,62444,3.85
Music,214,62220,4.05
Science & Technology,302,68871,4.62
Sports,251,60687,4.74
Comedy,99,59117,4.74
Music,254,54679,4.1
Science & Technology,65,24653,3.25
Howto & Style,126,492360,3.61
Sports,65,444541,3.62
Science & Technology,109,139341,4.93
Comedy,308,37553,4.86
Music,363,14515,4.93
News & Politics,209,162294,4.4
Entertainment,236,20247,4.77
Entertainment,246,21109,4.88
Entertainment,181,18466,4.91
Entertainment,180,15181,4.8
 UNA ,186,42366,4.71
Music,279,476704,4.79
People & Blogs,76,205058,4.88
Music,179,99996,4.67
Entertainment,253,46879,4.68
Sports,33,214208,4.74
People & Blogs,69,185749,4.77
Entertainment,106,19831,4.85
Entertainment,475,10963,4.96
News & Politics,657,812,4.47
Entertainment,75,43127,4.28
Entertainment,176,28986,4.74
Entertainment,52,5976,4.9
News & Politics,318,539,4.89
News & Politics,143,1040,4.71
Comedy,176,76604,4.76
People & Blogs,335,15711,4.83
Howto & Style,500,15254,4.9
Sports,86,54496,2.83
People & Blogs,448,4849,4.35
Comedy,188,13875,4.73
Sports,50,32020,4.2
Music,241,88621,4.27
Music,246,36659,4.35
Music,205,369335,4.45
Entertainment,123,126,0
Entertainment,264,131,0
Comedy,112,85,0
Comedy,30,229,3
People & Blogs,185,122,0
People & Blogs,213,68,0
Music,633,83,0
Music,183,111,0
Entertainment,61,106,0
People & Blogs,58,97,0
People & Blogs,537,0,0
Music,64,0,0
Science & Technology,47,18,0
Film & Animation,95,0,0
Travel & Events,92,1,0
Film & Animation,159,3,5
Comedy,444,123,5
Sports,547,0,0
Entertainment,261,2,0
Education,66,1,0
People & Blogs,32,9,0
Music,584,0,0
Autos & Vehicles,17,4,5
Comedy,142,1,0
Comedy,41,0,0
People & Blogs,48,110,4.33
Comedy,217,3,0
Comedy,404,0,0
Sports,53,2,0
Sports,5,0,0
Comedy,63,0,0
Music,227,0,0
Education,79,1,0
Entertainment,74,0,0
Entertainment,226,0,0
People & Blogs,225,2,0
Sports,87,1,0
Music,122,1,0
Music,318,0,0
Music,115,1,0
People & Blogs,332,3,0
People & Blogs,394,5,0
Entertainment,193,8,1
Comedy,101,48,5
Comedy,26,13,5
Sports,17,2,0
Pets & Animals,47,0,0
Music,160,1,0
Entertainment,1,0,0
Entertainment,59,240,0
Sports,23,0,0
Sports,199,1,0
Music,54,0,0
Music,306,0,0
Entertainment,400,34,0
Film & Animation,234,0,0
Education,228,1,0
Entertainment,507,35,5
Entertainment,195,52,0
Entertainment,119,0,0
Comedy,80,2,0
Music,154,0,0
Comedy,7,2,0
Film & Animation,268,0,0
Entertainment,294,12,0
Entertainment,8,1,0
People & Blogs,523,0,0
Sports,176,3,0
Autos & Vehicles,13,6,0
Comedy,155,0,0
Travel & Events,33,0,0
Entertainment,22,0,0
People & Blogs,446,0,0
Music,179,0,0
Film & Animation,424,0,0
Entertainment,135,11,0
Entertainment,430,0,0
Comedy,34,1,0
Entertainment,23,0,0
Music,57,0,0
Film & Animation,348,0,0
Entertainment,551,36,5
Entertainment,345,4,5
Entertainment,211,1,0
Comedy,65,0,0
People & Blogs,537,2,0
People & Blogs,467,0,0
Music,47,1,0
Comedy,27,1,0
People & Blogs,44,1,0
Film & Animation,600,0,0
Science & Technology,2,0,0
Entertainment,242,0,0
Music,303,4,0
Music,99,2,0
Film & Animation,639,0,0
Entertainment,448,1,0
Music,227,0,0
Comedy,145,512852,4.61
Science & Technology,216,202,3.46
Music,134,69850,4.92
Science & Technology,98,63986,4.63
Entertainment,204,165936,4.58
Comedy,258,42649,4.88
People & Blogs,656,460770,4.49
Comedy,329,43708,4.78
Entertainment,219,15347,5
People & Blogs,45,49019,1.45
News & Politics,97,70814,3.03
Entertainment,188,19934,4.84
Music,600,137761,4.86
Comedy,123,32706,4.93
People & Blogs,70,49584,4.57
Entertainment,155,13635,4.9
Howto & Style,876,42785,4.81
Sports,276,63031,4.72
Sports,19,205698,4.46
Entertainment,191,43106,4.52
People & Blogs,116,211152,4.13
Music,223,391452,4.63
News & Politics,548,375533,3.77
Entertainment,478,107728,4.15
News & Politics,204,600,4.25
Music,240,4752,3.67
People & Blogs,329,136770,4.15
People & Blogs,177,94212,4.19
Entertainment,270,193,5
Entertainment,136,647193,4.03
News & Politics,362,881,5
Travel & Events,30,603,5
Film & Animation,185,438,5
News & Politics,138,166018,4.05
Entertainment,205,221786,4.64
Sports,125,110171,4.44
Music,281,98238,3.87
Entertainment,99,75764,3.38
Sports,91,77730,4.36
Sports,79,80257,4.15
Entertainment,168,81430,4.55
People & Blogs,58,140096,4.66
Entertainment,467,69608,4.74
Film & Animation,161,66426,4.78
Sports,44,64247,4.07
Entertainment,31,77366,2.33
Sports,56,57362,4.54
Entertainment,155,64590,4.62
Comedy,147,1151708,3.86
Music,93,422838,3.86
Autos & Vehicles,19,389245,2.56
Entertainment,589,300429,3.42
Sports,13,331799,4.62
News & Politics,345,37729,4.84
News & Politics,256,38753,4.82
News & Politics,235,28703,4.81
Music,188,22915,4.91
Comedy,249,5403,4.96
Comedy,43,4058,4.94
Music,208,8053,4.9
Entertainment,71,31681,4.85
Music,238,31964,4.79
Entertainment,425,25003,4.97
Entertainment,228,15592,4.82
Comedy,408,25503,4.57
Entertainment,98,199661,4.46
Comedy,41,236953,4.9
Comedy,180,4847,4.72
Entertainment,51,16037,4.99
Music,227,18362,4.94
Comedy,164,15339,4.87
Howto & Style,892,20117,4.85
Film & Animation,119,56189,4.73
Travel & Events,225,13667,4.85
Comedy,118,133005,4.86
Comedy,305,187732,4.12
Entertainment,108,571704,4.81
Comedy,208,188616,3.1
People & Blogs,274,158141,4.04
News & Politics,94,62450,4.29
Film & Animation,121,26865,4.71
Entertainment,74,9054,4.93
Sports,149,32598,4.32
Entertainment,442,95740,4.61
News & Politics,30,385632,4.58
Entertainment,98,77355,3.95
Comedy,31,158,0
People & Blogs,45,122,0
People & Blogs,121,127,0
People & Blogs,4,0,0
Sports,35,124,0
Entertainment,55,143,0
Entertainment,64,76,0
Entertainment,287,53,0
Entertainment,127,61,0
Entertainment,196,100,0
Comedy,492,7,0
Entertainment,242,9,0
People & Blogs,598,9,0
Music,263,17,0
Music,600,0,0
Entertainment,205,1,0
Entertainment,385,3,0
Comedy,119,4,0
Music,227,11,0
News & Politics,840,0,0
Entertainment,139,21,5
Comedy,94,2,0
Music,135,0,0
Music,208,12,1
Comedy,66,3,0
Education,82,13,0
Education,137,5,0
Entertainment,412,4,0
Comedy,4,1,0
Comedy,90,7,0
Comedy,29,3,0
People & Blogs,35,5,0
Travel & Events,56,0,0
News & Politics,248,17,5
Comedy,101,30,0
Comedy,7,11,0
Music,79,0,0
Howto & Style,462,20,0
Comedy,258,0,0
People & Blogs,361,0,0
Entertainment,63,217,0
Entertainment,20,1,0
People & Blogs,22,0,0
Sports,83,2,0
Music,297,0,0
Science & Technology,90,4,0
Sports,265,1,0
Film & Animation,186,0,0
Travel & Events,34,0,0
Sports,147,11,0
Film & Animation,40,6,0
Education,240,0,0
Entertainment,110,39,0
Entertainment,50,0,0
Entertainment,15,19,0
People & Blogs,18,0,0
People & Blogs,215,0,0
People & Blogs,23,98,0
Entertainment,141,7,0
People & Blogs,194,1,0
Music,313,4,0
Film & Animation,19,16,0
Music,321,2,0
Entertainment,619,2,0
People & Blogs,127,1,0
People & Blogs,6,12,0
Music,213,3,0
News & Politics,11,0,0
Autos & Vehicles,476,0,0
Education,31,1,0
Education,103,12,0
Comedy,20,1,0
Comedy,101,0,0
People & Blogs,22,1,0
Music,321,0,0
Entertainment,308,0,0
People & Blogs,306,1,0
People & Blogs,44,4,5
Music,539,36,0
Film & Animation,600,4,0
Entertainment,213,19,5
People & Blogs,200,9,0
Music,209,0,0
Film & Animation,119,1,0
Sports,45,13,5
Music,57,0,0
Music,238,0,0
Music,250,1,0
Entertainment,122,0,0
Music,313,0,0
Education,54,0,0
People & Blogs,43,3,0
Music,79,0,0
Autos & Vehicles,57,0,0
Entertainment,216,29,0
Comedy,348,0,0
Comedy,107,9,0
Comedy,31,0,0
Travel & Events,66,0,0
Comedy,267,382379,4.44
Entertainment,100,172910,4.91
Entertainment,41,53257,3.9
Entertainment,645,115492,4.82
Music,188,133981,3.66
People & Blogs,169,93486,4.09
Comedy,195,33288,4.41
Entertainment,185,116883,3.31
Entertainment,287,782,3.86
Music,243,199129,4.44
News & Politics,43,1630,3.25
Film & Animation,111,22420,4.7
Comedy,313,2004,4.73
Music,243,122384,4.45
Howto & Style,1200,43780,4.85
People & Blogs,103,90013,4.44
Entertainment,481,588,4.27
Music,226,108932,4.44
Entertainment,484,18282,4.39
Entertainment,450,15456,4.51
Entertainment,222,1723,4.39
News & Politics,130,287,4.64
Film & Animation,105,184813,3.92
People & Blogs,20,202,5
Film & Animation,656,2763,2.33
People & Blogs,597,287,4.78
News & Politics,203,317426,4.31
News & Politics,546,691,4.73
Pets & Animals,160,1125,4.82
Education,142,447,5
Comedy,106,8770,4.85
Entertainment,16,192926,1.28
People & Blogs,67,110092,3.05
News & Politics,54,103403,3.94
Music,40,90327,4.14
Entertainment,243,117265,4.29
Sports,242,97004,4.45
News & Politics,76,78419,1.45
Entertainment,15,65950,3.62
Entertainment,291,69254,4.64
Music,221,76287,4.33
Sports,232,78387,4.86
Nonprofits & Activism,24,29236,1.32
Music,115,427976,2.63
Entertainment,197,411490,4.3
Entertainment,319,40618,4.88
Comedy,229,2789,4.99
Entertainment,15,32135,4.79
Comedy,146,1109,5
People & Blogs,106,16162,5
People & Blogs,185,26687,4.66
Entertainment,260,4085,4.96
Music,178,20444,3.9
Entertainment,183,7297,4.71
Entertainment,80,5231,4.94
Entertainment,69,8113,4.96
Comedy,249,6216,4.78
Comedy,297,9979,4.81
Comedy,611,7738,4.62
Comedy,150,211,4.9
Entertainment,83,7503,4.85
Film & Animation,117,213368,4.5
Comedy,193,459868,3.69
Entertainment,29,2120,4.85
Music,250,14643,4.6
Music,253,13103,4.85
Pets & Animals,264,46774,4.69
News & Politics,93,90843,4.22
Music,350,8041,4.43
Sports,399,11298,4.57
Entertainment,0,169,0
Comedy,16,132,0
Music,78,152,3
Music,211,130,0
Film & Animation,97,124,0
Film & Animation,32,109,0
Film & Animation,166,189,0
Film & Animation,56,98,0
Entertainment,146,45,0
Entertainment,334,111,0
Comedy,120,25,0
Music,64,0,0
Education,479,18,0
Entertainment,312,180,0
Entertainment,556,16,0
Music,259,1,0
Music,191,0,0
Nonprofits & Activism,51,17,0
Entertainment,241,0,0
Autos & Vehicles,176,14,0
News & Politics,487,0,0
Comedy,59,45,0
Travel & Events,187,1,0
Science & Technology,79,0,0
Education,7,0,0
Sports,414,9,0
Music,99,1,0
Music,259,0,0
Autos & Vehicles,212,0,0
Entertainment,307,38,0
People & Blogs,147,17,0
People & Blogs,30,109,5
Sports,88,8,0
Sports,6,0,0
Entertainment,8,23,0
Entertainment,361,0,0
Entertainment,80,201,0
People & Blogs,70,8,0
People & Blogs,128,0,0
Travel & Events,9,8,0
News & Politics,470,0,0
Entertainment,22,2,0
Entertainment,10,0,0
Sports,601,0,0
Music,37,1,0
Education,323,1,0
Entertainment,370,5,0
People & Blogs,152,5,0
People & Blogs,1,4,0
Music,38,0,0
Music,335,105,0
Autos & Vehicles,79,7,0
People & Blogs,79,0,0
People & Blogs,17,8,0
Music,245,0,0
Music,50,12,0
Music,402,1,0
Music,182,3,0
Music,152,0,0
Science & Technology,15,0,0
Entertainment,117,7,0
Music,158,0,0
People & Blogs,214,0,0
Music,182,0,0
News & Politics,63,0,0
Entertainment,11,18,0
People & Blogs,251,9,0
Sports,111,1,0
News & Politics,100,1,0
Entertainment,38,0,0
Comedy,63,5,0
Comedy,199,11,0
People & Blogs,131,5,0
Music,278,0,0
Music,63,0,0
Film & Animation,297,0,0
Entertainment,240,0,0
People & Blogs,26,0,0
Autos & Vehicles,147,15,0
Comedy,159,0,0
Film & Animation,66,5,0
Nonprofits & Activism,265,21,5
Entertainment,22,0,0
Entertainment,130,11,0
Music,34,6,0
Education,260,5,0
Entertainment,185,0,0
Music,320,0,0
Music,105,0,0
Film & Animation,4,0,0
Entertainment,244,7,0
Comedy,53,0,0
Entertainment,71,7,0
Comedy,120,7,0
Howto & Style,70,0,0
Comedy,54,0,0
People & Blogs,260,0,0
Travel & Events,201,6,0
Sports,147,0,0
Nonprofits & Activism,33,282176,4.74
Entertainment,219,250303,4.73
Entertainment,421,122462,4.78
Education,279,55635,4.23
Music,213,227828,4.29
Music,221,112961,4.21
Comedy,88,1398,4.65
People & Blogs,554,70724,4.78
News & Politics,46,13393,4.73
Music,255,85976,3.77
Entertainment,159,267268,4.4
Entertainment,181,174586,4.44
Comedy,267,6118,4.76
Howto & Style,337,332738,4.69
Entertainment,124,14631,3.67
Entertainment,206,8537,4.73
Music,26,2108,4.2
Sports,225,86588,4.76
News & Politics,1495,99735,4.94
Music,39,1667,5
Entertainment,2252,66,0
Entertainment,259,772,3.45
Entertainment,5,20509,4.54
Pets & Animals,229,247,2.33
Music,231,92198,3.81
Film & Animation,657,289,5
Sports,52,18004,4.17
Music,135,324981,3.37
Nonprofits & Activism,76,129270,3.06
Comedy,451,355,4.75
People & Blogs,75,122692,3.02
Sports,104,105512,4.76
Music,233,108403,4.16
Sports,173,106871,4.69
Comedy,145,122820,4.7
Music,249,81256,3.99
Entertainment,333,60043,4.81
Entertainment,98,58576,1.91
Sports,70,55936,4.75
People & Blogs,395,941766,3.95
Music,223,16175,4.89
Entertainment,358,724,5
Film & Animation,177,2987,4.98
Howto & Style,73,1951,4.96
Comedy,248,13325,4.91
Entertainment,183,18977,4.89
Entertainment,480,8388,4.97
News & Politics,510,1124,4.87
Film & Animation,199,43461,4.82
Comedy,101,16843,4.94
Entertainment,287,10593,4.99
Howto & Style,535,19540,4.94
Music,234,207234,4.81
Entertainment,552,23958,4.79
Comedy,182,11456,4.91
Education,599,4874,4.96
People & Blogs,338,42189,4.99
Entertainment,81,5823,4.85
News & Politics,1429,263598,4.72
Music,313,114135,4.09
Music,220,102418,4.17
Music,171,76501,4.78
Music,153,53200,4.89
Music,181,27058,4.73
Music,126,41408,4.85
Music,160,49328,4.18
Music,236,26391,4.83
Pets & Animals,45,917766,4.81
Music,213,23153,4.49
People & Blogs,45,14602,4.73
Comedy,160,1084829,4.42
News & Politics,33,16340,3.17
Entertainment,540,15350,4.91
Comedy,38,21663,4.97
Howto & Style,340,207,0
Film & Animation,14,227,0
Education,66,201,1
Entertainment,577,226,5
Entertainment,138,228,0
Entertainment,80,214,0
People & Blogs,273,243,0
Education,164,218,0
Music,23,210,0
Film & Animation,374,203,0
Entertainment,24,27,0
Music,6,90,2
Howto & Style,43,25,0
Entertainment,107,49,0
Entertainment,74,0,0
People & Blogs,117,8,0
Travel & Events,27,0,0
Film & Animation,220,6,0
Film & Animation,50,1,0
Entertainment,6,1,0
Comedy,115,9,5
People & Blogs,280,1,0
Travel & Events,409,2,0
Travel & Events,9,0,0
Entertainment,46,0,0
Entertainment,300,0,0
Comedy,28,14,0
Music,224,8,0
Film & Animation,65,0,0
Film & Animation,109,27,0
News & Politics,27,0,0
Entertainment,89,0,0
Comedy,9,3,0
Comedy,31,7,0
Music,220,7,0
Howto & Style,150,8,0
Entertainment,68,0,0
Comedy,213,4,0
Sports,100,14,0
Entertainment,160,0,0
Entertainment,78,1,0
Comedy,20,1,0
People & Blogs,255,0,0
Pets & Animals,16,1,0
Music,68,0,0
Music,92,0,0
Film & Animation,91,0,0
Entertainment,143,6,0
Entertainment,135,1,0
Entertainment,12,0,0
Comedy,38,0,0
People & Blogs,588,3,0
Sports,7,0,0
Sports,83,0,0
Sports,62,2,3
Entertainment,265,1,0
Comedy,14,5,0
Music,215,0,0
Comedy,27,0,0
People & Blogs,21,11,0
Film & Animation,118,2,5
Comedy,100,2,0
Music,447,17,5
Entertainment,60,0,0
Entertainment,168,1,0
Pets & Animals,36,16,0
Music,213,2,0
Entertainment,90,0,0
Autos & Vehicles,34,12,0
Entertainment,28,0,0
Travel & Events,35,0,0
Music,345,4,0
Entertainment,373,12,0
Entertainment,37,1,0
Sports,8,64,0
Sports,397,0,0
Film & Animation,16,1,0
Education,102,0,0
News & Politics,153,35,0
Entertainment,146,0,0
Entertainment,16,0,0
Sports,193,6,0
Pets & Animals,9,0,0
Education,246,6,0
Entertainment,214,5,0
Comedy,42,0,0
People & Blogs,113,2,0
Pets & Animals,95,7,0
Music,185,0,0
Entertainment,217,0,0
Comedy,78,4,0
Comedy,57,2,0
Comedy,53,0,0
Music,212,1,0
Music,188,9,0
Film & Animation,608,0,0
Entertainment,279,6,0
Science & Technology,170,18211,4.42
Entertainment,134,108095,4.6
Entertainment,250,139652,4.69
Comedy,177,10638,4.8
Entertainment,316,35894,4.64
Science & Technology,54,816,4.91
Entertainment,659,6202,4.97
Music,239,803,4.82
Howto & Style,398,207,4.82
Autos & Vehicles,934,13037,4.53
Pets & Animals,120,1197,3.81
Entertainment,115,1189,4.96
Music,374,2651,4.93
Entertainment,94,1950,5
Pets & Animals,63,217,5
Comedy,343,865,4.97
Entertainment,366,3620,4.89
Entertainment,213,239,4
Entertainment,257,13772,4.92
People & Blogs,60,460,4.66
Entertainment,320,16640,4.76
People & Blogs,61,51681,4.27
People & Blogs,374,16383,4.89
Comedy,230,66749,4.24
Music,217,2537,4.9
Entertainment,114,10584,4.11
Entertainment,48,12996,4.94
Comedy,151,7885,4.67
Entertainment,531,9209,4.73
Travel & Events,67,1789,4.85
Sports,263,1123,3.09
Entertainment,161,778,4.83
Film & Animation,34,581,5
Pets & Animals,549,5623,4.8
Film & Animation,205,1257,4.87
Pets & Animals,226,11507,4.63
Entertainment,211,215,5
Entertainment,655,1557,4.41
Entertainment,50,3035,5
Film & Animation,569,1793,4.8
Entertainment,200,1152,4.53
People & Blogs,94,12628,4.95
Entertainment,392,1061,4.5
People & Blogs,114,629,4.78
Education,99,828,4.98
Entertainment,316,266207,4.47
Music,250,191983,4.61
Comedy,180,205,4.82
Entertainment,168,244144,4.35
Entertainment,32,94135,4.8
Sports,113,149156,4.61
Comedy,201,88676,4.86
Entertainment,316,59639,4.67
Entertainment,325,97992,4.72
Sports,80,130953,4.66
Entertainment,207,38005,4.73
News & Politics,1476,171567,4.65
Entertainment,240,38422,4.6
Entertainment,330,22696,4.73
Music,229,42099,3.68
Entertainment,260,15783,4.87
Entertainment,290,217,4.87
People & Blogs,397,320276,3.99
Entertainment,177,180246,4.69
Entertainment,347,199801,4.28
Entertainment,248,19948,4.46
Music,169,207,4.97
Music,187,2397,4.9
Entertainment,316,10226,4.75
Music,101,1407,5
Entertainment,651,969,4.74
Entertainment,115,634,4.93
Music,323,3294,4.41
People & Blogs,85,2458,5
Film & Animation,113,785,4.52
Entertainment,580,1284,5
Entertainment,213,84323,4.2
Entertainment,288,18682,4.89
Comedy,431,6123,4.82
Film & Animation,176,4844,4.91
Film & Animation,265,1152,5
